基金代码,拼音缩写,基金类型,基金简称,2021-01-13-单位净值,2021-01-13-累计净值,2021-01-12-单位净值,2021-01-12-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费
008077,JTTYLHJZHHA,混合型,九泰天奕量化价值混合A,1.3571,1.3571,1.3671,1.3671,-0.01,-0.73,开放申购,开放赎回,0.15%
008078,NYHLQJJXHH,混合型,农银汇理区间精选混合,1.6626,1.6626,1.6988,1.6988,-0.0362,-2.13,开放申购,开放赎回,0.15%
008079,NDDLJXFOF,混合-FOF,诺德大类精选(FOF),,,1.4588,1.4588,,,暂停申购,暂停赎回,0.12%
008080,NFCYZDZE,债券型,南方初元中短债E,1.0455,1.0455,1.0453,1.0453,0.0002,0.02,开放申购,开放赎回,0.00%
008081,HTFXYZQ,债券型,汇添富鑫远债券,1.0254,1.0254,1.0251,1.0251,0.0003,0.03,暂停申购,开放赎回,0.06%
008082,GSABYJJXHHA,混合型,国寿安保研究精选混合A,1.5023,1.5023,1.4954,1.4954,0.0069,0.46,开放申购,开放赎回,0.15%
008083,GSABYJJXHHC,混合型,国寿安保研究精选混合C,1.4977,1.4977,1.4908,1.4908,0.0069,0.46,开放申购,开放赎回,0.00%
008084,HFTXJZZGPC,股票型,海富通先进制造股票C,1.1746,1.1746,1.2114,1.2114,-0.0368,-3.04,开放申购,开放赎回,0.00%
008085,HFTXJZZGPA,股票型,海富通先进制造股票A,1.1796,1.1796,1.2166,1.2166,-0.0370,-3.04,开放申购,开放赎回,0.15%
008086,HXZZ5GTXZTETFLJA,联接基金,华夏中证5G通信主题ETF联接A,1.28,1.28,1.2612,1.2612,0.0188,1.49,开放申购,开放赎回,0.12%
008087,HXZZ5GTXZTETFLJC,联接基金,华夏中证5G通信主题ETF联接C,1.2759,1.2759,1.2572,1.2572,0.0187,1.49,开放申购,开放赎回,0.00%
008088,HXZZQZFDCETFLJA,联接基金,华夏中证全指房地产ETF联接A,0.9074,0.9074,0.9057,0.9057,0.0017,0.19,开放申购,开放赎回,0.12%
008089,HXZZQZFDCETFLJC,联接基金,华夏中证全指房地产ETF联接C,0.9044,0.9044,0.9028,0.9028,0.0016,0.18,开放申购,开放赎回,0.00%
008091,ZXBCHLJXHHA,混合型,中信保诚红利精选混合A,1.5073,1.5073,1.4995,1.4995,0.0078,0.52,开放申购,开放赎回,0.15%
008092,ZXBCHLJXHHC,混合型,中信保诚红利精选混合C,1.5010,1.5010,1.4932,1.4932,0.0078,0.52,开放申购,开放赎回,0.00%
008093,TTHXHHFQSA,混合型,同泰慧选混合发起式A,1.4738,1.4988,1.51,1.5350,-0.0362,-2.40,开放申购,开放赎回,0.15%
008094,TTHXHHFQSC,混合型,同泰慧选混合发起式C,1.4674,1.4924,1.5034,1.5284,-0.0360,-2.39,开放申购,开放赎回,0.00%
008095,ZYYTJXZQQDIIRMBA,QDII,中银亚太精选债券(QDII)人民币A,,,0.9906,0.9906,,,开放申购,开放赎回,0.08%
008096,ZYYTJXZQQDIIRMBC,QDII,中银亚太精选债券(QDII)人民币C,,,0.9884,0.9884,,,开放申购,开放赎回,0.00%
008097,ZYYTJXZQQDIIMYA,QDII,中银亚太精选债券(QDII)美元A,,,0.1528,0.1528,,,开放申购,开放赎回,0.80%
008098,ZYYTJXZQQDIIMYC,QDII,中银亚太精选债券(QDII)美元C,,,0.1525,0.1525,,,开放申购,开放赎回,0.00%
008099,GFJZLXHH,混合型,广发价值领先混合,1.2477,1.2477,1.2565,1.2565,-0.0088,-0.70,开放申购,开放赎回,0.15%
008100,GFWC100ETFLJA,联接基金,广发湾创100ETF联接A,1.2916,1.2916,1.2952,1.2952,-0.0036,-0.28,开放申购,开放赎回,0.12%
008101,GFWC100ETFLJC,联接基金,广发湾创100ETF联接C,1.2907,1.2907,1.2944,1.2944,-0.0037,-0.29,开放申购,开放赎回,0.00%
008102,ZJXF87GYDKZ,定开债券,中金鑫福87个月定开债,,,,,,,暂停申购,暂停赎回,0.40%
008104,ZJXY1NDKZA,定开债券,中金鑫裕1年定开债A,,,,,,,暂停申购,暂停赎回,0.04%
008105,ZJXY1NDKZC,定开债券,中金鑫裕1年定开债C,,,,,,,暂停申购,暂停赎回,0.00%
008106,BSFRCZZQC,债券型,博时富瑞纯债债券C,1.0416,1.0733,1.0414,1.0731,0.0002,0.02,限大额,开放赎回,0.00%
008107,HSYYYLHYGP,股票型,华商医药医疗行业股票,1.4805,1.4805,1.5018,1.5018,-0.0213,-1.42,开放申购,开放赎回,0.15%
008108,GLADZZQA,债券型,国联安短债债券A,1.0281,1.0281,1.0280,1.0280,0.0001,0.01,开放申购,开放赎回,0.03%
008109,GLADZZQC,债券型,国联安短债债券C,1.0248,1.0248,1.0247,1.0247,0.0001,0.01,开放申购,开放赎回,0.00%
008110,JTKYJZHHA,混合型,九泰科盈价值混合A,1.2558,1.2558,1.2623,1.2623,-0.0065,-0.51,限大额,开放赎回,0.15%
008111,YHXYJX18GYDKZ,定开债券,银华信用精选18个月定开债,,,,,,,暂停申购,暂停赎回,0.80%
008112,ZTZZ500ZSZQA,股票指数,中泰中证500指数增强A,1.3731,1.3731,1.3749,1.3749,-0.0018,-0.13,开放申购,开放赎回,0.10%
008113,ZTZZ500ZSZQC,股票指数,中泰中证500指数增强C,1.3671,1.3671,1.3689,1.3689,-0.0018,-0.13,开放申购,开放赎回,0.00%
008114,THZZHLDBD100A,股票指数,天弘中证红利低波动100A,1.0510,1.0510,1.0432,1.0432,0.0078,0.75,开放申购,开放赎回,0.10%
008115,THZZHLDBD100C,股票指数,天弘中证红利低波动100C,1.0486,1.0486,1.0407,1.0407,0.0079,0.76,开放申购,开放赎回,0.00%
008116,YHHSGTJXHH,混合型,银华沪深股通精选混合,1.1050,1.1050,1.1066,1.1066,-0.0016,-0.14,开放申购,开放赎回,0.15%
008117,BSWX39GYDKZ,定开债券,博时稳欣39个月定开债,,,,,,,封闭期,封闭期,0.04%
008118,JSMQJXYNDKZ,定开债券,嘉实民企精选一年定开债,1.0395,1.0395,1.0393,1.0393,0.0002,0.02,暂停申购,暂停赎回,0.08%
008119,PHJXHH,混合型,鹏华金享混合,1.2277,1.2277,1.2325,1.2325,-0.0048,-0.39,限大额,开放赎回,0.80%
008120,WJZZCXHHA,混合型,万家自主创新混合A,1.4922,1.4922,1.4926,1.4926,-0.0004,-0.03,开放申购,开放赎回,0.15%
008121,WJZZCXHHC,混合型,万家自主创新混合C,1.4853,1.4853,1.4857,1.4857,-0.0004,-0.03,开放申购,开放赎回,0.00%
008122,NFHYDZA,债券型,南方皓元短债A,1.0316,1.0316,1.0314,1.0314,0.0002,0.02,开放申购,开放赎回,0.04%
008123,NFHYDZC,债券型,南方皓元短债C,1.0268,1.0268,1.0266,1.0266,0.0002,0.02,开放申购,开放赎回,0.00%
008124,ZYZZ500ZSZQC,股票指数,中邮中证500指数增强C,1.3758,1.3758,1.3934,1.3934,-0.0176,-1.26,开放申购,开放赎回,0.00%
008125,CJHXZZ13NGKZA,债券指数,创金合信中债1-3年国开债A,1.0145,1.0395,1.0139,1.0389,0.0006,0.06,开放申购,开放赎回,0.05%
008126,CJHXZZ13NGKZC,债券指数,创金合信中债1-3年国开债C,1.0140,1.0390,1.0134,1.0384,0.0006,0.06,开放申购,开放赎回,0.00%
008127,GFQSYXLHPZHHC,混合型,广发趋势优选灵活配置混合C,1.6137,1.6907,1.6111,1.6881,0.0026,0.16,开放申购,开放赎回,0.00%
008128,XCCYGPXA,股票型,湘财长源股票型A,1.2155,1.5114,1.2196,1.5155,-0.0041,-0.34,开放申购,开放赎回,0.15%
008129,XCCYGPXC,股票型,湘财长源股票型C,1.2051,1.4986,1.2092,1.5027,-0.0041,-0.34,开放申购,开放赎回,0.00%
008130,GFHY66GYDQKFZQ,定开债券,广发汇优66个月定期开放债券,,,,,,,暂停申购,暂停赎回,0.60%
008131,JSCCJZYSHH,混合型,景顺长城竞争优势混合,1.0912,1.0912,1.0967,1.0967,-0.0055,-0.50,开放申购,开放赎回,0.15%
008132,PHJZQDHH,混合型,鹏华价值驱动混合,1.61,1.61,1.6295,1.6295,-0.0195,-1.20,开放申购,开放赎回,0.15%
008133,HAYZSHHH,混合型,华安优质生活混合,1.5310,1.5310,1.5461,1.5461,-0.0151,-0.98,开放申购,开放赎回,0.15%
008134,PHYXJZGP,股票型,鹏华优选价值股票,1.1922,1.1922,1.1932,1.1932,-0.0010,-0.08,开放申购,开放赎回,0.15%
008135,HCWLJZXF,混合型,华宸未来价值先锋,1.4951,1.4951,1.5174,1.5174,-0.0223,-1.47,开放申购,开放赎回,0.15%
008136,JTKYJZHHC,混合型,九泰科盈价值混合C,1.2537,1.2537,1.2602,1.2602,-0.0065,-0.52,限大额,开放赎回,0.00%
008137,JTTYLHJZHHC,混合型,九泰天奕量化价值混合C,1.3501,1.3501,1.3601,1.3601,-0.01,-0.74,开放申购,开放赎回,0.00%
008138,FGLTYSHH,混合型,富国龙头优势混合,1.5910,1.5910,1.6159,1.6159,-0.0249,-1.54,开放申购,开放赎回,0.15%
008139,XYYNZGDJZ,定开债券,鑫元一年中高等级债,,,,,,,暂停申购,暂停赎回,0.30%
008140,HTFJDSYDKHHC,混合型,汇添富绝对收益定开混合C,1.3850,1.3850,1.3930,1.3930,-0.0080,-0.57,暂停申购,暂停赎回,0.00%
008142,GYRXHJETFLJA,联接基金,工银瑞信黄金ETF联接A,0.9669,0.9669,0.9704,0.9704,-0.0035,-0.36,开放申购,开放赎回,0.06%
008143,GYRXHJETFLJC,联接基金,工银瑞信黄金ETF联接C,0.9647,0.9647,0.9682,0.9682,-0.0035,-0.36,开放申购,开放赎回,0.00%
008144,GYZYPZSGYHHFOF,混合-FOF,工银智远配置三个月混合(FOF),,,1.0988,1.0988,,,开放申购,开放赎回,1.00%
008145,XQYXJQSGYCYFOF,混合-FOF,兴全优选进取三个月持有(FOF),,,,,,,开放申购,开放赎回,0.15%
008146,ZYTR6GYA,定开债券,中银添瑞6个月A,1.0034,1.0255,1.0034,1.0255,0,0.00,暂停申购,暂停赎回,0.03%
008147,ZYTR6GYC,定开债券,中银添瑞6个月C,1.0030,1.0212,1.0030,1.0212,0,0.00,暂停申购,暂停赎回,0.00%
008150,JSYJQYJXLNCYQHH,混合型,嘉实远见企业精选两年持有期混合,1.2112,1.2112,1.2255,1.2255,-0.0143,-1.17,开放申购,暂停赎回,0.15%
008156,ZJZZ13NZJZA,债券指数,中金中债1-3年政金债A,1.0176,1.0236,1.0171,1.0231,0.0005,0.05,基金终止,开放赎回,0.06%
008157,ZJZZ13NZJZC,债券指数,中金中债1-3年政金债C,1.0179,1.0229,1.0175,1.0225,0.0004,0.04,基金终止,开放赎回,0.00%
008158,ZSSXYX3GYCYFOFA,混合-FOF,招商盛鑫优选3个月持有(FOF)A,,,,,,,开放申购,开放赎回,0.12%
008159,ZSSXYX3GYCYFOFC,混合-FOF,招商盛鑫优选3个月持有(FOF)C,,,,,,,开放申购,开放赎回,0.00%
008160,QHLHCA3NDKZQ,定开债券,前海联合淳安3年定开债券,,,,,,,暂停申购,暂停赎回,0.80%
008161,GFHD3GYDQKFZQ,定开债券,广发汇达3个月定期开放债券,,,,,,,暂停申购,暂停赎回,0.80%
008162,PYASJJDJQHHC,混合型,浦银安盛经济带崛起混合C,1.3555,1.3815,1.3606,1.3866,-0.0051,-0.37,限大额,开放赎回,0.00%
008163,NFDPHL50ETFLJA,联接基金,南方大盘红利50ETF联接A,1.1127,1.1127,1.1026,1.1026,0.0101,0.92,限大额,开放赎回,0.12%
008164,NFDPHL50ETFLJC,联接基金,南方大盘红利50ETF联接C,1.1083,1.1083,1.0983,1.0983,0.01,0.91,限大额,开放赎回,0.00%
008165,DXXYSNDK,定开债券,东兴鑫远三年定开,,,,,,,暂停申购,暂停赎回,0.04%
008166,GYXFGPA,股票型,工银消费股票A,1.6660,1.6660,1.6721,1.6721,-0.0061,-0.36,开放申购,开放赎回,0.15%
008167,GYXFGPC,股票型,工银消费股票C,1.6546,1.6546,1.6607,1.6607,-0.0061,-0.37,开放申购,开放赎回,0.00%
008168,HTFJJCZSGYHHFOF,混合-FOF,汇添富聚焦成长三个月混合FOF,,,,,,,开放申购,开放赎回,0.12%
008170,BSFTCZZQ,债券型,博时富添纯债债券,1.0205,1.0205,1.0202,1.0202,0.0003,0.03,限大额,开放赎回,0.08%
008171,CCJYLGYDKZA,定开债券,长城嘉裕六个月定开债A,1.0033,1.0293,1.0033,1.0293,0,0.00,基金终止,开放赎回,0.40%
008172,CCJYLGYDKZC,定开债券,长城嘉裕六个月定开债C,1.0269,1.0269,1.0269,1.0269,0,0.00,基金终止,开放赎回,0.00%
008173,XQWTZQC,债券型,兴全稳泰债券C,1.0460,1.1752,1.0455,1.1747,0.0005,0.05,限大额,开放赎回,0.00%
008174,GTLCJXHHA,混合型,国泰蓝筹精选混合A,1.8104,1.8104,1.8209,1.8209,-0.0105,-0.58,开放申购,开放赎回,0.15%
008175,GTLCJXHHC,混合型,国泰蓝筹精选混合C,1.8026,1.8026,1.8132,1.8132,-0.0106,-0.58,开放申购,开放赎回,0.00%
008176,CXLBZQC,债券型,长信利保债券C,1.0112,1.0112,1.0125,1.0125,-0.0013,-0.13,开放申购,开放赎回,0.00%
008177,JXGGXZTGP,股票型,建信高股息主题股票,1.6292,1.7797,1.6428,1.7933,-0.0136,-0.83,开放申购,开放赎回,0.15%
008178,TTHYHHA,混合型,同泰慧盈混合A,1.5247,1.5247,1.5293,1.5293,-0.0046,-0.30,限大额,开放赎回,0.15%
008179,TTHYHHC,混合型,同泰慧盈混合C,1.5177,1.5177,1.5224,1.5224,-0.0047,-0.31,限大额,开放赎回,0.00%
008180,TTHLHHA,混合型,同泰慧利混合A,1.2717,1.2717,1.2964,1.2964,-0.0247,-1.91,开放申购,开放赎回,0.15%
008181,TTHLHHC,混合型,同泰慧利混合C,1.2690,1.2690,1.2937,1.2937,-0.0247,-1.91,开放申购,开放赎回,0.00%
008182,FZFBXHHHC,混合型,方正富邦信泓混合C,1.4725,1.4725,1.5033,1.5033,-0.0308,-2.05,开放申购,开放赎回,0.00%
008183,ZSPSQQPZQDIIFOFMYXC,QDII,招商普盛全球配置(QDII-FOF)美元现钞,,,0.1834,0.1834,,,开放申购,开放赎回,1.50%
008184,XHHS300ZSZQC,股票指数,新华沪深300指数增强C,1.4851,1.4851,1.4884,1.4884,-0.0033,-0.22,开放申购,开放赎回,0.00%
008185,NAYJYXHH,混合型,诺安研究优选混合,1.3188,1.3188,1.3261,1.3261,-0.0073,-0.55,开放申购,开放赎回,0.15%
008186,CHXRHHA,混合型,淳厚信睿混合A,1.7499,1.7499,1.7675,1.7675,-0.0176,-1.00,开放申购,开放赎回,0.12%
008187,CHXRHHC,混合型,淳厚信睿混合C,1.7419,1.7419,1.7595,1.7595,-0.0176,-1.00,开放申购,开放赎回,0.00%
008188,QHKYWJZZSNHH,混合型,前海开源稳健增长三年混合,1.1233,1.1233,1.1252,1.1252,-0.0019,-0.17,开放申购,暂停赎回,0.15%
008189,GTZZGTETFLJA,联接基金,国泰中证钢铁ETF联接A,1.1955,1.1955,1.1937,1.1937,0.0018,0.15,开放申购,开放赎回,0.10%
008190,GTZZGTETFLJC,联接基金,国泰中证钢铁ETF联接C,1.1921,1.1921,1.1903,1.1903,0.0018,0.15,开放申购,开放赎回,0.00%
008199,HXCX100ETFLJA,联接基金,华夏创新100ETF联接A,1.4127,1.4127,1.4164,1.4164,-0.0037,-0.26,开放申购,开放赎回,0.12%
008200,HXCX100ETFLJC,联接基金,华夏创新100ETF联接C,1.4097,1.4097,1.4134,1.4134,-0.0037,-0.26,开放申购,开放赎回,0.00%
008201,YHMSCIZGAGLJC,联接基金,银华MSCI中国A股联接C,1.6038,1.6038,1.6135,1.6135,-0.0097,-0.60,开放申购,开放赎回,0.00%
008202,ZYHY9GYCYQZQA,债券型,中银恒裕9个月持有期债券A,1.0405,1.0405,1.0401,1.0401,0.0004,0.04,开放申购,开放赎回,0.03%
008203,ZYHY9GYCYQZQC,债券型,中银恒裕9个月持有期债券C,1.0371,1.0371,1.0368,1.0368,0.0003,0.03,开放申购,开放赎回,0.00%
008204,JYWLZDZZQA,债券型,交银稳利中短债债券A,1.0357,1.0357,1.0353,1.0353,0.0004,0.04,开放申购,开放赎回,0.03%
008205,JYWLZDZZQC,债券型,交银稳利中短债债券C,1.0312,1.0312,1.0308,1.0308,0.0004,0.04,开放申购,开放赎回,0.00%
008206,GTJRCZZQ,债券型,国泰聚瑞纯债债券,1.0093,1.0093,1.0089,1.0089,0.0004,0.04,暂停申购,开放赎回,0.60%
008207,GTHRCZZQ,债券型,国泰合融纯债债券,1.0086,1.0325,1.0083,1.0322,0.0003,0.03,暂停申购,开放赎回,0.60%
008208,BDJTHBHH,混合型,博道嘉泰回报混合,1.8352,1.8352,1.8444,1.8444,-0.0092,-0.50,开放申购,开放赎回,0.12%
008209,NFBTYNHHA,混合型,南方宝泰一年混合A,1.1108,1.1108,1.1135,1.1135,-0.0027,-0.24,开放申购,开放赎回,0.12%
008210,NFBTYNHHC,混合型,南方宝泰一年混合C,1.1039,1.1039,1.1066,1.1066,-0.0027,-0.24,开放申购,开放赎回,0.00%
008211,YHYSZQ,债券型,银华永盛债券,1.0135,1.0135,1.0131,1.0131,0.0004,0.04,限大额,开放赎回,0.40%
008212,HXXJYHHC,混合型,华夏新机遇混合C,1.2340,1.3340,1.2370,1.3370,-0.0030,-0.24,限大额,开放赎回,0.00%
008213,HXXQDHHC,混合型,华夏新起点混合C,1.9170,1.9170,1.9650,1.9650,-0.0480,-2.44,开放申购,开放赎回,0.00%
008214,HAXFDKZA,定开债券,华安鑫福定开债A,,,,,,,暂停申购,暂停赎回,0.80%
008215,HAXFDKZC,定开债券,华安鑫福定开债C,,,,,,,暂停申购,暂停赎回,0.00%
008216,NYHLPB13NLLZZS,债券指数,农银汇理彭博1-3年利率债指数,1.0075,1.0295,1.0069,1.0289,0.0006,0.06,开放申购,开放赎回,0.05%
008217,GTJYSNDQKFZQ,定开债券,国泰聚盈三年定期开放债券,1.0026,1.0245,1.0026,1.0245,0,0.00,暂停申购,暂停赎回,0.60%
008219,XBLDZYSNDKZQ,定开债券,西部利得尊逸三年定开债券,1.0329,1.0329,1.0328,1.0328,0.0001,0.01,暂停申购,暂停赎回,0.06%
008221,XYJXLHPZHHC,混合型,兴业聚鑫灵活配置混合C,1.4170,1.4170,1.4170,1.4170,0,0.00,限大额,开放赎回,0.00%
008222,XYJYZQC,债券型,兴业机遇债券C,1.2050,1.2450,1.2051,1.2451,-0.0001,-0.01,开放申购,开放赎回,0.00%
008223,JYYTLNDQKFZQ,定开债券,交银裕泰两年定期开放债券,,,,,,,暂停申购,暂停赎回,0.80%
008224,JYSAHF87GYDKZA,定开债券,金元顺安泓丰87个月定开债A,,,,,,,暂停申购,暂停赎回,0.05%
008225,JYSAHF87GYDKZC,定开债券,金元顺安泓丰87个月定开债C,,,,,,,暂停申购,暂停赎回,0.00%
008226,NFYL3GYDKZ,定开债券,南方远利3个月定开债,1.0244,1.0244,1.0241,1.0241,0.0003,0.03,暂停申购,暂停赎回,0.80%
008227,BYYJJXHHA,混合型,宝盈研究精选混合A,2.0781,2.0781,2.0916,2.0916,-0.0135,-0.65,开放申购,开放赎回,0.15%
008228,BYYJJXHHC,混合型,宝盈研究精选混合C,2.0673,2.0673,2.0807,2.0807,-0.0134,-0.64,开放申购,开放赎回,0.00%
008229,XYASLNDKZ,定开债券,鑫元安硕两年定开债,,,,,,,暂停申购,暂停赎回,0.06%
008230,JTTCLHXDL,股票型,九泰天辰量化新动力,1.3322,1.3322,1.3359,1.3359,-0.0037,-0.28,开放申购,开放赎回,0.15%
008231,HFTYT30GYDKZ,定开债券,海富通裕通30个月定开债,1.0091,1.0291,,,,,暂停申购,暂停赎回,0.40%
008232,ZYHY12GYCYQZQA,债券型,中银恒优12个月持有期债券A,0.9993,0.9993,0.9990,0.9990,0.0003,0.03,开放申购,封闭期,0.30%
008233,ZYHY12GYCYQZQC,债券型,中银恒优12个月持有期债券C,0.9972,0.9972,0.9969,0.9969,0.0003,0.03,开放申购,封闭期,0.00%
008234,GDXFZTGP,股票型,光大消费主题股票,1.7151,1.7151,1.7268,1.7268,-0.0117,-0.68,开放申购,开放赎回,0.15%
008236,ZSSZ100ETFLJA,联接基金,招商深证100ETF联接A,1.3925,1.3925,1.4007,1.4007,-0.0082,-0.59,开放申购,开放赎回,0.12%
008237,ZSSZ100ETFLJC,联接基金,招商深证100ETF联接C,1.4135,1.4135,1.4218,1.4218,-0.0083,-0.58,开放申购,开放赎回,0.00%
008238,ZTHS300ZQA,股票指数,中泰沪深300增强A,1.6178,1.6178,1.6229,1.6229,-0.0051,-0.31,开放申购,开放赎回,0.10%
008239,ZTHS300ZQC,股票指数,中泰沪深300增强C,1.6128,1.6128,1.6179,1.6179,-0.0051,-0.32,开放申购,开放赎回,0.00%
008240,DCSZ50A,股票指数,东财上证50A,1.4497,1.4497,1.4614,1.4614,-0.0117,-0.80,开放申购,开放赎回,0.10%
008241,DCSZ50C,股票指数,东财上证50C,1.4457,1.4457,1.4574,1.4574,-0.0117,-0.80,开放申购,开放赎回,0.00%
008242,YDTYCZZQA,债券型,英大通盈纯债债券A,1.0202,1.0202,1.0194,1.0194,0.0008,0.08,开放申购,开放赎回,0.08%
008243,YDTYCZZQC,债券型,英大通盈纯债债券C,1.0171,1.0171,1.0163,1.0163,0.0008,0.08,开放申购,开放赎回,0.00%
008244,SYXZHH,混合型,上银鑫卓混合,1.7036,1.7036,1.7181,1.7181,-0.0145,-0.84,开放申购,开放赎回,0.15%
008245,YXYFZYHHA,混合型,圆信永丰致优混合A,1.9455,1.9455,1.9489,1.9489,-0.0034,-0.17,限大额,开放赎回,0.15%
008246,YXYFZYHHC,混合型,圆信永丰致优混合C,1.9244,1.9244,1.9279,1.9279,-0.0035,-0.18,限大额,开放赎回,0.00%
008249,GYSZ100ETFLJA,联接基金,工银深证100ETF联接A,1.1946,1.1946,1.2018,1.2018,-0.0072,-0.60,开放申购,开放赎回,0.10%
008250,GYSZ100ETFLJC,联接基金,工银深证100ETF联接C,1.1934,1.1934,1.2006,1.2006,-0.0072,-0.60,开放申购,开放赎回,0.00%
008251,HAYCLHJXHHA,混合型,汇安宜创量化精选混合A,1.6235,1.6235,1.6312,1.6312,-0.0077,-0.47,开放申购,开放赎回,0.15%
008252,HAYCLHJXHHC,混合型,汇安宜创量化精选混合C,1.6149,1.6149,1.6226,1.6226,-0.0077,-0.47,开放申购,开放赎回,0.00%
008253,HBZYHHQDIIA,QDII,华宝致远混合(QDII)A,,,1.4347,1.4347,,,开放申购,开放赎回,0.15%
008254,HBZYHHQDIIC,QDII,华宝致远混合(QDII)C,,,1.4281,1.4281,,,开放申购,开放赎回,0.00%
008255,XBLDFTZQ,债券型,西部利得沣泰债券,1.0302,1.0302,1.0299,1.0299,0.0003,0.03,暂停申购,开放赎回,0.08%
008256,NF15NGKZA,债券指数,南方1-5年国开债A,1.0142,1.0142,1.0132,1.0132,0.0010,0.10,开放申购,开放赎回,0.60%
008257,NF15NGKZC,债券指数,南方1-5年国开债C,1.0131,1.0131,1.0121,1.0121,0.0010,0.10,开放申购,开放赎回,0.00%
008258,ZYZQZZ500ETFLJA,联接基金,中银证券中证500ETF联接A,1.2465,1.2465,1.2555,1.2555,-0.0090,-0.72,开放申购,开放赎回,0.12%
008259,ZYZQZZ500ETFLJC,联接基金,中银证券中证500ETF联接C,1.2449,1.2449,1.2538,1.2538,-0.0089,-0.71,开放申购,开放赎回,0.00%
008260,CCJZYXHH,混合型,长城价值优选混合,1.7977,1.8805,1.8258,1.9086,-0.0281,-1.54,开放申购,开放赎回,0.15%
008261,ZSYJYXGPA,股票型,招商研究优选股票A,1.5292,1.5292,1.5550,1.5550,-0.0258,-1.66,开放申购,开放赎回,0.15%
008262,ZSYJYXGPC,股票型,招商研究优选股票C,1.5203,1.5203,1.5461,1.5461,-0.0258,-1.67,开放申购,开放赎回,0.00%
008263,DFHPZYXDKHH,混合型,东方红品质优选定开混合,,,,,,,暂停申购,暂停赎回,1.00%
008264,NFESGGPA,股票型,南方ESG股票A,1.8576,1.8576,1.8750,1.8750,-0.0174,-0.93,开放申购,开放赎回,0.15%
008265,NFESGGPC,股票型,南方ESG股票C,1.8457,1.8457,1.8631,1.8631,-0.0174,-0.93,开放申购,开放赎回,0.00%
008266,HXDMZQA,债券型,华夏鼎明债券A,1.0097,1.0097,1.0094,1.0094,0.0003,0.03,限大额,开放赎回,0.80%
008267,HXDMZQC,债券型,华夏鼎明债券C,1.0070,1.0070,1.0066,1.0066,0.0004,0.04,限大额,开放赎回,0.00%
008268,GTTRYNDKZ,定开债券,国泰添瑞一年定开债,,,,,,,暂停申购,暂停赎回,0.60%
008269,DCRXHHA,混合型,大成睿享混合A,1.1699,1.1699,1.1688,1.1688,0.0011,0.09,开放申购,开放赎回,0.15%
008270,DCRXHHC,混合型,大成睿享混合C,1.1650,1.1650,1.1639,1.1639,0.0011,0.09,开放申购,开放赎回,0.00%
008271,DCYSQYHHA,混合型,大成优势企业混合A,1.7114,1.7114,1.7301,1.7301,-0.0187,-1.08,开放申购,开放赎回,0.15%
008272,DCYSQYHHC,混合型,大成优势企业混合C,1.6970,1.6970,1.7156,1.7156,-0.0186,-1.08,开放申购,开放赎回,0.00%
008273,GFYZSHHH,混合型,广发优质生活混合,1.8775,1.8775,1.9070,1.9070,-0.0295,-1.55,开放申购,开放赎回,0.15%
008274,DCHYXFHHA,混合型,大成行业先锋混合A,1.7002,1.7002,1.7161,1.7161,-0.0159,-0.93,开放申购,开放赎回,0.15%
